src,trg
"Die Anzeichen sprechen dafür, dass Menschen jeden Alters und aus allen Kulturen ihre Identität in einer Art narrativer Form schaffen.",Evidence suggests that humans in all ages and from all cultures create their identity in some kind of narrative form.
"Welche Erzählung, welche Geschichte, welche Identität, welchen moralischen Code geben wir an unsere Kinder weiter?","And what narrative, what history, what identity, what moral code are we imparting to our young?"
Gar nicht.,It's not.
Okay.,Okay.
"Und zudem sollen die Lehrer nicht nur unterrichten, sondern sich auch fortbilden.","Last but not least, Koreans want their teachers not only to teach but also to develop."
"Ja, genau, die Menschen.",Yours truly: humans.
"Und wenn ich Musik höre, die ich nicht mag, versuche ich sie zu verbessern.","And when I hear music that I don't like, I try to make it better."
Jeder sagt das.,Everybody says that.
Diese Tabelle zeigt die Leistung nach Ländern.,This chart shows you the performance of countries.
Meine Tante ist eine wunderbare Geschichtenerzählerin.,I have an aunt who is a wonderful storyteller.
"Dies ist nicht ""Die Matrix"". Sie können dies nur mit sich selbst machen. Sie übernehmen die Kontrolle.","This is not ""The Matrix."" You can only do this to yourself. You take control."
"Uns war nicht bewusst, dass es so reich an Hydrogensulfiden ist.","We weren't really aware that it would be so rich with sulfides, hydrogen sulfides."
"Wir fanden einen globalen, atmosphärischen Wachturm dort in der Mitte des Regenwaldes und hingen wissenschaftliche Geräte im Wert von mehreren hunderttausend Dollar von dem Turm, um nach Isopren zu suchen, und natürlich nach anderen Dingen, wenn wir schon mal da wären.","We found a global atmospheric watchtower there, in the middle of the rainforest, and hung hundreds of thousands of dollars worth of scientific equipment off this tower, to look for isoprene, and of course, other things while we were there."
"So bevor Sie aber Spielen für nicht seriös halten, Spielen bedeutet nicht etwas frivoles.","So before you start thinking of play as just not serious, play doesn't mean frivolous."
"Hier ist eine lustige heiße Platte, an der heißes Wasser ausströmt.","There's a funny kind of hot plate here, with vent water coming out of it."
Das Gewicht einer Papierklammer ist ungefähr das gleiche wie 900 zeta-illionen -- 10 bis zum 21. -- Moleküle von Isopren.,The weight of a paper clip is approximately equal to 900 zeta-illion -- 10 to the 21st -- molecules of isoprene.
"Wenn Sie in meinem Experiment waren, hätten Sie von mir ein Blatt Papier mit 20 einfachen Mathematikaufgaben bekommen, die jeder lösen kann -- aber ich hätte Ihnen nicht genug Zeit gegeben.","If you were in the experiment, I would pass you a sheet of paper with 20 simple math problems that everybody could solve, but I wouldn't give you enough time."
"Das Schlechte ist aber, was das Magazin Economist vor drei Wochen berichtet hat, wie Sie vielleicht gelesen haben,","And worst of all, it just came out three weeks ago, many of you have seen it, The Economist."
"Dieses sind einige der Bereiche, an denen wir heute arbeiten, zu denen ich die Zeit nicht habe, auf Details einzugehen.",These are some of the areas we're working on today that I don't have time to go into in detail.
So sahen die PISA-Ergebnisse damals weltweit aus.,This is how the world looked then in terms of PISA performance.
Die meiner Meinung nach grauenvolle Weihnachtsmusik hörten.,"And they had some, in my opinion, terrible Christmas music."
"Aber die Niederländer unter Ihnen wissen, was gemeint ist.",But the Dutch people here will understand what I mean.
Wir sahen uns dabei einiger Kritik gegenüber.,"Now, some people have criticized us for this."
Und unser einst umstrittenes Verfahren zur Ergebnismessung wurde rasch zum Standard.,"And once hotly contested, our way of measuring outcomes has actually quickly become the standard."
"Es ist nicht so, als gäbe es wenige schwarze Schafe -- als betrögen wenige Leute und diese dafür sehr viel.","Now, it wasn't as if there was a few bad apples -- a few people cheated a lot."
"Ein anderes Beispiel: Das deutsche System teilt Kinder bereits mit 10 Jahren in zwei Gruppen auf: die einen werden zu Wissensarbeitern, die anderen werden für die Wissensarbeiter arbeiten. Und diese Aufteilung erfolgt entlang des sozialwirtschaftlichen Grabens. Auch dieses Denkmuster wird jetzt herausgefordert.","Or traditionally, the German education divides children at the age of 10, very young children, between those deemed to pursue careers of knowledge workers and those who would end up working for the knowledge workers, and that mainly along socioeconomic lines, and that paradigm is being challenged now too."
"In jeder dieser Beurteilungen die wir schreiben, packen wir immer eine Zusammenfassung dazu, die für ein nicht-wissenschaftliches Publikum geschrieben ist.","In each one of those assessments that we write, we always tag on a summary, and the summary is written for a non-scientific audience."
"Gleich erleben Sie eine neue, bereits existierende und aufregende Technologie, die uns ganz neu über Wasserfestigkeit nachdenken lässt.","You're about to experience a new, available and exciting technology that's going to make us rethink how we waterproof our lives."
In Portugal wurde das fragmentierte Schulsystem vereinheitlicht und die Qualität und Gleichheit verbessert. Genau wie in Ungarn.,"Portugal was able to consolidate its fragmented school system, raise quality and improve equity, and so did Hungary."
Aber es kann auch so klingen.,But it can also sound like this.
"Aber die Wahl war die ihre, und unser Publikum mauserte sich schnell zu Wählern der ergiebigsten und abwechslungsreichsten Kost, die wir anbieten konnten.","But the choice was theirs, and our audience quickly grew to choose the richest and most varied diet that we could provide."
"Er ist ein bemerkenswerter Kommentar zu Slums, Armut und Hoffnung.","It's a remarkable comment on slums, poverty and aspiration."
"Es hat Tentakel, die so herumschwirren.","It's got tentacles dangling, swirling around like that."
In den 80ern schritt die globale Ausweitung des Talent-Pools fort.,"In the 1980s, the global expansion of the talent pool continued."
"Andere haben alles zerrissen und gingen aus dem Zimmer um sich draußen aus einer Geldschale zu bedienen, in der mehr als 100 Dollar lagen.","Some people shredded everything, went out of the room, and paid themselves from the bowl of money that had over 100 dollars."
Und aus diesem Feldzug werden wir wahrscheinlich ein paar Dutzend Artikel über ein paar Dutzend Prozesse oder Moleküle bekommen.,And out of that field campaign we'll probably get a few dozen papers on a few dozen processes or molecules.
"Nein, nein, es dauert vier Minuten.","No, no, no. It's four minutes long."
"Er wird vermuten, dass ich nicht hart arbeite.""","He's going to think I'm not working hard."""
"Sie werden in der Lage sein, alle Erscheinungen zu betrachten, die Sie ausmachen; alle Ihre Erfahrungen.","You will be able to look at all the aspects that make you yourself, all your experiences."
"Also ist es nicht überraschend, dass nur 62 Prozent der Bulgaren optimistisch für die Zukunft sind.","So it's no surprise, guys, that 62 percent of Bulgarians are not optimistic about the future."
"Niemand und kein Land kann es sich leisten, dort zu sein, wo die Leistung schlecht ist und große soziale Disparitäten herrschen.","Nobody, and no country, can afford to be there, where performance is poor and there are large social disparities."
Wir tauchen immer tiefer und tiefer.,We're getting down further and further in scale.
"Es ist mir wichtig, dass dein Kunde und deine Arbeitsgruppe glücklich sein, und du bist organisiert für das.",I care that your customer and your team is happy and you're organized with that.
"Was auch immer Ihnen als Kind genossen haben, das Sie auch bevor sechs Monate genossen haben, aber jetzt, dass Sie den Aufstieg geschafft haben, es nicht genießen können, weil Sie fühlen, dass Sie ernst sein sollen, entdecken Sie es neu.","Whatever it was that as a kid you used to enjoy, that you enjoyed only six months ago, but now that you've got that promotion you can't enjoy, because you feel like you have to be serious, rediscover it."
"Es gibt eine Geschichte im Meer, im Meerwasser, in den Sedimenten und Felsen des Meeresbodens.","There's a story in the sea, in the waters of the sea, in the sediments and the rocks of the sea floor."
"Was macht ein molliger, kraushaariger Typ aus Holland – was hat so jemand wie mich dazu gebracht, zu Pfeifen?","What is a chubby, curly-haired guy from Holland -- why is he whistling?"
Was geht hier vor? Was passiert da gerade?,So what's going on here? What's happening?
"Die Schwestern auf meiner Station dachten, der richtige Ansatz wäre das Abreißen, also haben sie festgehalten und abgerissen, und festgehalten und abgerissen.","The nurses in my department thought that the right approach was the ripping one, so they would grab hold and they would rip, and they would grab hold and they would rip."
"Jedes ein Stück denkwürdiger Kunst, jedes ein Stein in der Wand, die uns ausmacht.","Each a piece of memorable art, each a brick in the wall of who we are."
Dies geht jedoch in der Regel mit starken sozialen Unterschieden einher.,But usually that is linked to very strong social disparities.
"Dies ist eine experimentelle Methode, doch in klinischen Untersuchungen sehen wir eine 44 bis 64 prozentige Abnahme von chronischen Schmerzpatienten.","This is an investigational technology, but, in clinical trials, we're seeing a 44 to 64 percent decrease in chronic pain patients."
"Aber das hier sind 160-175°, und alles über 150° ist superhydrophobisch.","But what you're seeing here is 160 to 175 degrees, and anything over 150 is superhydrophobic."
Doch ich möchte Ihnen die große Frage überlassen.,But I want to leave with you the big question.
Wie geschah das?,How did this happen?
"Sie sollen zurück gehen und sagen. ""Hören Sie mal, ich werde Ihnen vertrauen.""","You've got to go back and say, ""Hey, I'm going to trust you."""
"Wir alle wollen hier sein, im Quadranten rechts oben, in dem die Leistung stark und Lernchancen gleich verteilt sind.","We all want to be there, in the upper right quadrant, where performance is strong and learning opportunities are equally distributed."
"Das haben wir heute gesehen,",We've certainly seen that today.
Er wurde nie wieder in Ordnung.,He was never right again.
Er ist auch Ausdruck des Glaubens in die politische Maschine als eine Kraft der Ehre.,It is also an expression of faith in the political machine as a force of honor.
"Wir sind am Ende der Tabelle, Auf dem letzten Platz als die Kultur, die Innovation nicht schätzt.","There we are right at the end, right at the bottom, last place as a culture that doesn't value innovation."
"Wenn ich das hier ins Wasser tauche, sehen Sie eine silberne Beschichtung und diese Beschichtung ist die Luftschicht, die das Wasser vom Benetzen des Paddels abhält. Es bleibt trocken.","So if I put this inside this water here, you can see a silver reflective coating around it, and that silver reflective coating is the layer of air that's protecting the water from touching the paddle, and it's dry."
"Und in jedem von diesen Forschungsgebieten, von denen es noch viel mehr gibt, gibt es Doktoranden, wie mich, und wir studieren unglaublich fokussierte Themen, Sachen so fokussiert wie ein paar einzelne Prozesse oder ein paar Moleküle.","And in each one of these research areas, of which there are even more, there are PhD students, like me, and we study incredibly narrow topics, things as narrow as a few processes or a few molecules."
es ist ein universales Ding -- wir spielen.,It's a universal thing -- we play.
"Sie sehen also, dass viel passiert ist.","So what you can actually see, there's been a lot of change."
"Und es ist ein Verbrechen, dass unser Ausbildungssystem so seriös ist, weil Ausbildung so seriös ist, dass wir hirnlose Robote produzieren, robotisierte Arbeitskraft die Bolzen in vorgebohrten Löchern drehen.","And it's a crime that our education system is so serious because education is serious that we're creating mindless, robotic workers to put bolts in pre-drilled holes."
"So wie wir denken und uns verhalten, macht unser Verhaltenssystem kaputt.","The way we think, the way we behave, our operating system of behaving is broken."
"Einerseits wollen wir uns alle im Spiegel betrachten können und uns dabei gut fühlen, also wollen wir nicht betrügen.","At one hand, we all want to look at ourselves in the mirror and feel good about ourselves, so we don't want to cheat."
"und eins der interessantesten Dinge, die ich dort gelernt habe war, daß es eine wissenschaftliche Methode gibt in der man eine Frage die man hat auf abstrakte Weise neu stellt und durch die Untersuchung dieser neuen Frage vielleicht etwas über die Welt erfahren kann.","And one of the most interesting lessons I learned was that there is an experimental method that if you have a question you can create a replica of this question in some abstract way, and you can try to examine this question, maybe learn something about the world."
So kann Pfeifen klingen.,That was whistling.
"Das Niveau ist sehr hoch, aber die Lehrer können selbst herausfinden, was sie ihren Schülern jeweils beibringen müssen.","They set very ambitious standards, but then they enable their teachers to figure out, what do I need to teach to my students today?"
"BL: Eines der größten Probleme der Biologen, die sich mit diesem Lebensraum befassen, ist das Sammeln dieser Tiere.","BL: One of the big problems is that for the biologists working at these sites, it's rather difficult to collect these animals."
"Was mich auf der Verbrennungsstation immer am meisten gestört hat war, wie die Krankenschwestern meine Verbände gewechselt haben.",And the one that particularly bothered me in the burn department was the process by which the nurses took the bandage off me.
Spielen: Unsere Gehirne sind zum Spielen programmiert.,Play: our brains are hardwired for play.
"Sie gibt dem Baby das Virus weiter, und es geht sehr, sehr, sehr viel Zeit verloren -- wie die Sequoias -- um dieses seriöse Meme von unserem System zu entfernen.","She passes that virus on to baby, and it takes a really, really, really long time -- as the redwood trees -- for that serious meme to get out of our operating system."
Tatsächlich werten wir Spielen ab.,"In fact, we devalue play."
"DG: Das alles spielt sich an dem 13.000 Kilometer langen Gebirgszug ab, den wir das Lebensband nennen, denn noch heute, in diesem Augenblick, entsteht dort durch vulkanische Aktivität Leben.","DG: All this stuff is happening along that 40,000-mile long mountain range that we're calling the ribbon of life, because just even today, as we speak, there's life being generated there from volcanic activity."
"Wenn wir andere Werte haben wollen, müssen wir eine andere Geschichte erzählen, eine Geschichte, die versteht, dass eine persönliche Erzählung ein wesentlicher Bestandteil der Identität einer Person ist. Eine kollektive Erzählung ist ein wesentlicher Bestandteil einer kulturellen Identität, und ohne sie ist es unmöglich, sich als Teil einer Gruppe vorzustellen.","If we want different values we have to tell a different story, a story that understands that an individual narrative is an essential component of a person's identity, that a collective narrative is an essential component of a cultural identity, and without it it is impossible to imagine yourself as part of a group."
Die Schüler müssen nicht stundenlang lernen.,Students don't have long hours of learning.
"Und um meinen Titel zu verteidigen – wie Judoka und andere Sportler das tun – dachte ich, ich mach das 2005 nochmal, und gewann wieder.","And to defend my title -- like judokas do and sportsmen -- I thought, well let's go back in 2005, and I won again."
"Man könnte sie für glatt halten, sie ist es aber nicht.","You'd think it'd be smooth, but it's actually not."
"Natürlich kann man nicht einfach das ganze Bildungssystem kopieren, aber über diese Vergleiche wurden Faktoren identifziert, die allen guten Systemen zugrunde liegen.","Of course, you can't copy and paste education systems wholesale, but these comparisons have identified a range of factors that high-performing systems share."
"Wenn Peter seinen Arm bewegt, ist dieser gelbe Fleck den Sie dort sehen die entsprechende Stelle zur Tätigkeit, die in Peters Verstand geschiet.","When Peter moves his arm, that yellow spot you see there is the interface to the functioning of Peter's mind taking place."
"Wenn ich nicht als Mathegenie geboren wurde, lerne ich besser was anderes.","If I'm not born as a genius in math, I'd better study something else."
Was für uns alle vor 40 Jahren normal war – das Erzählen von Geschichten zwischen Generationen – ist nun selten.,What was common to us all 40 years ago -- the telling of stories between generations -- is now rarified.
BL: Diese Würmer haben kein Verdauungssystem. Sie haben keinen Mund.,BL: These worms have no digestive system. They have no mouth.
Keine Lehrer wurden entlassen. Rein das Bildungssystem wurde geändert. Sehr beeindruckend.,It didn't fire its teachers. It changed its education policies and practice. Very impressive.
Eine kleine Aufgabe nur für eine Sekunde: schließen Sie Ihre Augen und versuchen Sie sich die Welt ohne Spielen vorzustellen.,Little exercise just for a second: close your eyes and try to imagine a world without play.
"Das Gegenteil von Spielen ist Depression, ist Depression.",The opposite of play is depression. It's depression.
Die besten Rektoren werden für die schwächsten Schulen gewonnen und die begabtesten Lehrer stehen in den herausforderndsten Klassen.,"They attract the strongest principals into the toughest schools, and the most talented teachers into the most challenging classroom."
Aber bei einer Weihnachtsfeier – inbesondere beim Abendessen – kann das schon nerven.,But during a Christmas party -- at dinner actually -- it's very annoying.
Ich finde das hier sieht am tollsten aus.,I think this is the neatest-looking thing.
"Die Ausgaben pro Schüler sind nur zu unter 20 % für die Leistungsschwankungen zwischen den Ländern verantwortlich. Luxemburg etwa, das teuerste System, schneidet nicht besonders gut ab.","Spending per student only explains about, well, less than 20 percent of the performance variation among countries, and Luxembourg, for example, the most expensive system, doesn't do particularly well."
"Also, ich pfeife einen Ton.",So I whistle the tone.
"Wir tanzen, küssen, singen, wir bummeln.","We dance, we kiss, we sing, we just goof around."
"Während des letzten Jahrzehnts haben wir eine enorme Verflechtung globaler Medien gesehen, die nun von der Kultur der Hollywood-Blockbuster dominiert werden.","During the last decade we've seen a vast integration of global media, now dominated by a culture of the Hollywood blockbuster."
Das Unternehmenbereich: Die niedrigste Auffassung in E.U.,Business: The lowest perception in the E.U.
"Seit Veröffentlichung dieser Ergebnisse versuchen nun Entscheidungsträger, Pädagogen und Forscher weltweit was hinter dem Erfolg dieser Systeme steckt.","And ever since those results came out, policymakers, educators, researchers from around the world what's behind the success of those systems."
"Diese Lektion fordert das Denken vieler Schulsysteme heraus, die hauptsächlich Schüler aussortieren.",And that also challenges the paradigms of many school systems that believe they are mainly there to sort people.
Das ist eine ganze Menge. Das entspricht in etwa der Menge an Methangas.,It's a huge amount of stuff. It's equal to the weight of methane.
"Ich will wieder arbeiten, weil ich meine Kariere fördern will oder nur Kaffee trinken will.",I want to go back to work because I need to further my career or I just want to go have coffees.
"Mein Interesse am Betrügen begann als Enron die Bühne betrat und plötzlich explodierte und ich mich zu fragen begann, was gerade passiert war.","So, my interest in cheating started when Enron came on the scene, exploded all of a sudden, and I started thinking about what is happening here."
"Ein 12-Jähriger sagte nach dem Sehen von ""Der Zauberer von Oz"": ""Jeder Mensch sollte das sehen, denn wenn das nicht tun, wissen sie vielleicht nicht, dass sie auch ein Herz haben.""","As one 12-year-old said after watching ""Wizard of Oz,"" ""Every person should watch this, because unless you do you may not know that you too have a heart."""
Aber in den 70ern holten einige Länder auf.,"But in the 1970s, some countries caught up."
"Und es war eine große Freude, dass wir junge Menschen im ganzen Land fanden, die mit Kompetenz erklärten, was Filibustiererei ist und warum die Lords für ein Prinzip ihren Schlaf vernachlässigten.",And it was with great delight that we found young people up and down the country explaining with authority what filibustering was and why the Lords might defy their bedtime on a point of principle.
Und die enthaltenen Geschichten lieferten eine gemeinsame Erfahrung.,And the stories they held provided a shared experience.
"Wir haben jedes Jahr gewonnen, und wurden in der Liste der besten Kleinunternehmenarbeitsgeber aufgelistet.","Well we did win, every year that we entered, one of the rankings for best employer for small business."
Heute soll der Anfang von dem Aufstand stattfinden.,Today is the start of the uprising.
Wir stellen Militär- oder Testpiloten an um das Fliegen zu übernehmen.,We hire military and test pilots to do the maneuvering.
"Es infiziert unser Ausbildungssystem, das auch veraltet und seit 100 Jahren wenig verändert worden ist, und das Auswendiglernen schätzt, Auswendiglernen und Standardisierung, und wertet Selbstausdruck und Selbsterforschung, Befragung, Kreativität und Spielen ab.","It goes into education where we have an antiquated education system that has little changed for 100 years, that values rote learning, memorization and standardization, and devalues self-expression, self-exploration, questioning, creativity and play."
"Alles, was Sie sehen, findet in der Finsternis der Tiefsee statt.",Everything you see is played out in the pitch black of the deep sea.
"Das ist im Sozialbereich, gucken wir uns jetzt die Ausbildung an.",That's social. Let's look at education.
dass Unternehmer der Gesellschaft Vorteile verschaffen.,that entrepreneurs provide benefits to society.
Revolution meiner Meinung nach ist ein radikaler und durchgreifender Wandel in Denken und Verhalten -- wie wir denken und wie wir uns verhalten.,"By revolution, I mean a drastic and far-reaching change in the way we think and behave -- the way we think and the way we behave."
"Diese Länder haben den Schritt von der Leistung für wenige zur Leistung für alle gemacht, eine sehr wichtige Lektion.","These countries have moved on from providing excellence for just some to providing excellence for all, a very important lesson."
"Wir alle wissen, dass wenn wir Gedanken bilden, bilden diese verborgene Wege in unserem Verstand und unserem Gehirn.","We all know that as we form thoughts, they form deep channels in our minds and in our brains."
"Das ist kein Märchen, ich phantasiere nicht.",This isn't story tale; it's not make-believe.
"Und dann passiert immer das Gleiche: die Leute schauen einander an und denken: ""Oh mein Gott!""","And then always the same thing happens: people are watching each other and think, ""Oh, my God."
"Und wie schlimm wäre die Strafe, falls ich erwischt würde?",And how much punishment would I get if I get caught?
"Wenn Bildung so viel teurer geworden ist, ist sie auch besser geworden?","So you ask yourself, if education has become so much more expensive, has it become so much better?"
"Von Kommunismus -- von Gesellschaft und Staat mehr hoch achten, als die Einzelperson und quetschen, versehentlich, der Kreativität, dem individuellen Selbstausdruck und der Innovation.","Of communism -- of valuing the society and the state over the individual and squashing, inadvertently, creativity, individual self-expression and innovation."
"Es ist einer meiner Lieblinge, weil es alle möglichen Funktionsteile hat.","It's one of my favorites, because it's got all sorts of working parts."
"Und obwohl nicht real, bieten Eve Harrington, Howard Beale, Mildred Pierce die Gelegenheit zu entdecken, was Menschsein bedeutet. Sie sind genau so hilfreich für das Verständnis unseres Lebens und unserer Zeit wie Shakespeare es ist im Beleuchten der Welt des elisabethanischen Englands.","And though not real, Eve Harrington, Howard Beale, Mildred Pierce are an opportunity to discover what it is to be human, and no less helpful to understanding our life and times as Shakespeare is in illuminating the world of Elizabethan England."
Es wird bis zu etwa 300 Grad Celsius heiß.,"Gets up to 600, 700 degrees F, somewhere in that range."
Aber PISA zeigt die Möglichkeiten in der Bildung auf.,But PISA has shown what's possible in education.
Den Krabben gefällt das gar nicht.,And the crabs don't like it at all.
"Ich war über 40, als mein Vater starb.",I was past 40 when my father died.
"Unsere Modelle haben hunderttausende von Rasterboxen, welche jede in Minutenabständen hunderte von Variablen errechnen.","Our models have hundreds of thousands of grid boxes calculating hundreds of variables each, on minute timescales."
"Nämlich dass diese Art von Ergebnismessung sehr unfair sei, weil wir die Schüler vor Probleme stellen, auf die sie noch nie gestoßen waren.","They say, you know, such a way of measuring outcomes is terribly unfair to people, because we test students with problems they haven't seen before."
Er hat diese Reise nie erwähnt.,He never mentioned that journey.
"Wenn sie ihren Verstand regeln, können sie ihren Schmerz regeln.","When they control their brain, they can control their pain."
"Es existiert seit 45 Jahren, und verursachte das Entstehen von dem Großmutterfaktor.","It's 45 years of it that's created what I call the ""baba factor."""
Das ist die EUPHORE Smog Kammer in Spanien.,This is the EUPHORE Smog Chamber in Spain.
"Gab es nur einige wenige schwarze Schafe die zu solchen Dingen fähig waren, oder war die Situation eher eine endemische? Waren viele Menschen in der Lage, sich so zu verhalten?","Is it the case that there was kind of a few apples who are capable of doing these things, or are we talking a more endemic situation, that many people are actually capable of behaving this way?"
"Soll man es schnell abreißen -- Der Schmerz ist dann nur kurz aber dafür sehr intensiv -- oder es stattdessen langsam abziehen -- was zwar länger dauert, aber jeden einzelnen Moment erträglicher macht. Welches ist der richtige Ansatz?","Do you rip it off quickly -- short duration but high intensity -- or do you take your Band-Aid off slowly -- you take a long time, but each second is not as painful -- which one of those is the right approach?"
"Wir werden uns den mittelozeanischen Rücken ansehen, ein 64.000 Kilometer langer Gebirgszug.","We're going to look at the mid-ocean ridge, a 40,000-mile long mountain range."
Gleich passiert's. Moment. Moment.,It's going to happen. Wait for it. Wait for it.
"Im Grunde, um Spaß zu fördern.",Basically promoting fun.
Jetzt geht's los.,Here they go.
"Leute haben schon in den menschlichen Verstand, das menschliche Gehirn schauen wollen, seit Jahrtausenden.","People have wanted to look inside the human mind, the human brain, for thousands of years."
"Und Sie können sagen, ""Das ist Unsinn, Steve. Eine dumme Idee.","And you can say, ""That's ridiculous, Steve. What a dumb idea."
"Auf zur nächsten Demonstration. Wir haben eine Glasscheibe von außen mit der Nanotechnologie beschichtet und gießen nun dieses grüngefärbte Wasser in die Mitte. Sie sehen, dass es sich normal über der Oberfläche verteilt, wie es das bei Glas tut, aber an der Beschichtung hört es auf und will von einfach nicht weiter.","Moving onto the next demonstration, we've taken a pane of glass and we've coated the outside of it, we've framed it with the nanotechnology coating, and we're going to pour this green-tinted water inside the middle, and you're going to see, it's going to spread out on glass like you'd normally think it would, except when it hits the coating, it stops, and I can't even coax it to leave."
Das ist ein seriöser Gen.,It's a serious gene.
"Wenn man darüber nachdenkt, machen die Ozeane 75 % des Planeten aus.","When you think about it, the oceans are 75 percent of the planet."
Diese Hälfte hier ist unbehandelt. Der Beton ist porös und absorbiert Wasser.,"So this is a cinder block, uncoated, and you can see that it's porous, it absorbs water."
"Und Sie werden sagen, ""Mensch, das funktioniert für FedEx in den Vereinigten Staaten, aber das kann gar nicht in Bulgarien funktionieren.","And you're going to say, ""Gee, that can work for FedEx out there in the United States, but it can't work in Bulgaria."
"Aber jetzt geht unser Meme arbeiten, wo wir Spielen gar nicht schätzen.","But no, now our meme goes into work where we don't value play."
"Wir werden versuchen, Ihnen den Pazifik in HD zu zeigen.",We're going to try to show you high definition from the Pacific.
"Doch nun haben wir tatsächlich eine Methode, dies zu tun.","But now, we have a real technology to do this."
"Wir lassen auf Supercomputern riesige Modelle laufen; das ist zufällig, was ich mache.",We run enormous models on supercomputers; this is what I happen to do.
Wie kann man das anwenden?,So what are the applications?
"Und wenn unser Motor kaputt ist, was sind die Folgen?","So if our engine's broken, guess what?"
Die durchschnittliche Tiefe ist etwa 3 Kilometer.,The average depth is about two miles.
"Sie sehen, die USA sind an erster Stelle, und ein Großteil des ökonomischen Erfolgs der USA ist mit diesem traditionellen Vorteil als Vorreiter in der Schulbildung verknüpft.","You can see the United States ahead of everyone else, and much of the economic success of the United States draws on its long-standing advantage as the first mover in education."
Der Druck beträgt hier 800 kg pro Quadratzentimeter.,"The pressure here is 4,000 pounds per square inch."
"Doch wenn Sie über sechs Monate oder sechs Jahre noch immer Schmerz spüren, liegt es an Verbindungen, die Schmerz produzieren, der Ihnen nicht länger hilfreich ist.","But if you're still in pain in six months' or six years' time, it's because these circuits are producing pain that's no longer helping you."
Es klappt!,It's happening!
"Man kann in einem Raum wie diesem sitzen, mit einem Joystick und einem Headset und so einen Roboter ohne Zeitverzögerung auf dem Meeresboden herumfahren lassen.","And you can sit in a room like this, with a joystick and a headset, and drive a robot like that around the bottom of the ocean in real time."
"Rot bedeutet unter dem OECD-Durchschnitt,","In red, sort of below OECD average."
"Also hat mich meine Schwägerin ein paar Mal gebeten, mit dem Pfeifen aufzuhören.","So my sister-in-law asked me a few times, ""Please stop whistling."""
Sehr enttäuschende Ergebnisse.,Very disappointing results.
"Zum Beispiel, es stimuliert Kreativität.","For example, it stimulates creativity."
"Wir entwickeln bessere Entscheidungsfähigkeit, falls wir mehr spielen.",We develop better decision-making ability if we play more.
Aber in einigen Ländern haben wir massive Verbesserungen gesehen.,But there are some countries which have seen impressive improvements.
Warum ist das so und was ist geschehen?,"Why as a result, what happens?"
"Bei manchen Testpersonen variierten wir, mit wieviel Geld sie davonkommen konnten -- Wieviel Geld sie stehlen durften.","For some people, we varied how much money they could get away with -- how much money they could steal."
Das Gegenteil von Spielen ist nicht Arbeit.,The opposite of play is not work.
"Wir sehen auch – und das ist eines der ermutigstenden Ergebnisse –, dass unsere Welt nicht mehr aufgeteilt ist in reiche Länder mit hohem Bildungsniveau und arme Länder mit niedrigem Bildungsniveau. Das ist ein enorm wichtiges Ergebnis.","You also see -- and I think that's one of the most encouraging findings -- that we no longer live in a world that is neatly divided between rich and well-educated countries, and poor and badly-educated ones, a very, very important lesson."
"Und wir sagten, ""Er ist nur fünf Jahre alt.""","And we said, ""He's five."""
"Und während sich das gesammelte Wissen entwickelt formt sich eine Unterklasse, oder Unterunterklasse einer Prüfung wie die der IPCC, obwohl es noch andere gibt.","And as a body of knowledge builds up, it will form one subsection, or one sub-subsection of an assessment like the IPCC, although we have others."
Danke schön.,Thank you.
"Wir produzieren robotisierte menschliche Arbeitskraft, die wir wie Aktiva behandeln, die wir stemmen und die wir dann wegwerfen.","We create robotic workers that we treat like assets, to lever and just throw away."
"Wieviel wird es mir nützen, zu betrügen?",How much do I stand to gain from cheating?
"Früher ging es um Ergebnisse, um die eigene Versorgung.","In the past, the policy focus was on outcomes, on provision."
Da sitzt ein Fisch.,There's a fish sitting here.
"Kätzchen spielen. Wir alle wissen, dass Kätzchen spielen.",Kittens play. We all know kittens play.
Und hier wackelt er mit den Ohren und steigt sehr anmutig nach oben.,"And here he is, flapping with his ears and very gracefully going up."
"Wenn man alle großen Fische und Fischschulen und all das nimmt und auf die eine Seite der Waage legt und alle Weichtiere auf die andere Seite, gewinnen die hier haushoch.","If you take all the big fish and schooling fish and all that, put them on one side of the scale, put all the jelly-type of animals on the other side, those guys win hands down."
"FedEx, einfaches Motto: Menschen, Dienstleistung, Gewinn.","FedEx, easy motto: people, service, profit."
Man kann dabei nicht auf die Leute da draußen zählen.,You just can't rely on the people out there to help you with this.
"Und dann sagte man uns, ""Ha. Nicht nur ein Moment werden sie das haben.""","And they said, ""Ha. There won't be a single moment in the schedule."""
"Ein Doktor kann seriös sein, aber Lachen ist eine großartige Medizin.","A doctor might be serious, but laughter's still a great medicine."
Es gibt sie in den unterschiedlichsten Größen und Formen.,They come in all different sizes and shapes.
"Und als ""Schindlers Liste"" verlangte, dass sie nie vergessen sollen, bemerkte ein Kind voller Gewissensbisse: ""Wir haben schon vergessen, wie hätte sonst 'Hotel Ruanda' passieren können?""","And when ""Schindler's List"" demanded that they never forget, one child, full of the pain of consciousness, remarked, ""We already forgot, otherwise how did 'Hotel Rwanda' happen?"""
Nun einmal mehr im Detail.,Let's look at this in greater detail.
