src,trg
Ein älterer Mann mit einem schwarzen Cowboyhut singt in ein Mikrofon.,An older white man in a black cowboy hat sings into a microphone.
Ein schwarzer Hund läuft auf einem Pfad.,A black dog is running down a path.
Der Basketballspieler in blauer Kleidung läuft zwischen zwei Spieler in weißer Kleidung.,The basketball player in blue is running between two players in white.
Der Basketballspieler hält den Ball.,The basketball player holds the ball.
Der braun-schwarze Hund hält seine Schnauze geöffnet.,The brown and black dog has his mouth open.
Ein Hund hält etwas in seiner Schnauze auf einem Feld.,A dog in a field holding something in its mouth.
Eine Frau mit einem geblümten Oberteil und weißen Handschuhen balanciert ein Fischglas auf ihrem Kopf.,A woman in a floral shirt and white gloves balances a fishbowl on her head.
Hunderte von Menschen in roten Oberteilen laufen einen Marathon.,There are hundreds of people with red shirts running a marathon.
"Zwei Personen stehen mit Schildern, auf denen ""Free Hug"" steht, in der Nähe von anderen Menschen und schauen geradeaus.","Two people with signs reading ""Free Hug"" are staring with people nearby."
"Personen laufen auf einer Straße, die von chinesischen Laternen gesäumt ist.",People walking down street lined with Chinese lanterns.
Ein Mann in grüner Kleidung hält ein Schild und umarmt eine blonde Frau.,A man in green holding a sign hugs a blond woman.
Eine rothaarige Frau heftet Papier.,A woman with red-hair is stapling paper.
Eine Frau und zwei kleine Mädchen schützen sich mit Regenschirmen vor dem Regen.,A woman and two young girls shelter themselves from the rain with umbrellas.
Der Snowboarder gleitet an einer Stange.,The snow borader is riding a rail.
Eine Frau betreibt Yoga und lächelt in die Kamera.,A woman is doing yoga and smiling at the camera.
Ein Mann in Geschäftskleidung springt in einem Büro Seil.,Man in an office setting jumps rope in business attire.
Zwei Personen stehen vor einem See in verschneiter Umgebung und posieren für ein Foto.,Two people stand in front of a lake in the snow and pose for a picture.
Zwei Paare posieren im Winter für ein Foto.,Two couples pose for a picture in the winter.
Ein großer grauer Vogel befindet sich im Ladeanflug auf das Wasser.,A large gray bird begins to land in the water.
Ein Mädchen in einer Burka lernt in einem Klassenraum Vokabeln.,A girl in a Burka is learning vocabulary in a classroom.
Ein Mädchen hält Frischhaltefolie um ihren Kopf herum.,A girl is holding plastic wrap around her head.
Ein Snowboarder fährt auf einem kleinen Hügel neben einer Treppe hinunter.,A snowboarder goes down a short hill next to stairs.
"Ein Mann in einem weiß-schwarz gestreiften Oberteil zieht einen Wagen, der mit blauen Eimern und Besen beladen ist.",A man with a red white and black striped shirt is pulling a cart full of blue buckets and brooms.
Einige Personen beobachten ein Kreuzfahrtschiff.,A couple of people are watching a cruise ship.
Eine Frau fährt auf ihrem Fahrrad und genießt die Meereslandschaft.,A woman is riding her bike and enjoying the ocean scenery.
Ein Kind sitzt auf einem umgedrehten Boot am Ufer.,A kid sitting on an upside boat by the waterfront.
"Ein Mädchen tröstet ein kleines Kind, das beim Eislaufen hingefallen ist.",A girl is comforting a small child who fell on the ice while skating
Ein schwarzer Mann mit Dreadlocks klatscht.,A black man with dreadlocks is clapping.
Zwei schwarze Hunde laufen mit einem Tennisball über schneebedeckte Erde.,Two black dogs run with a tennis ball across the snowy dirt.
Ein Mann mit einem weißen Hut reinigt das Auslagenfenster in einem Restaurant.,A man in a white hat is cleaning a display window at a restaurant.
"Ein Mann trägt ein Baby, das ein Pony streichelt.",A man holding a baby who is petting a pony.
Zwei Basketballspieler kämpfen um den Besitz des Balls.,Two basketball players fighting over control of a ball.
"Ein Mann mit Jeans, Arbeitsjacke und Handschuhen hält eine Kettensäge und steht hinter einer Pflanze.",A man in jeans and a work shirt and gloves holds a chainsaw with a plant in the foreground.
Ein Kricketspieler mit einer roten Kappe schlägt den Ball im Freien.,Cricket player with red cap hits the ball outdoors.
Ein Mann und ein Skateboard auf einem Fass.,A man and a skateboard on top of a barrel.
Mehrere Frauen spielen eine Partie Beachvolleyball.,Several women are playing a game of beach volleyball.
Ein Junge lehnt an einem Baseballschläger und wartet mit ausgestrecktem Arm.,A boy leans on a baseball bat and holds out one arm outstreached.
Drei Männer tragen blaue Schutzhelme und orangefarbene Westen.,Three men wear blue hard hats and orange vests.
Ein Mann in Schutzkleidung wird von einem Hund in den Arm gebissen.,A man wearing protective clothing is being bitten on the arm by a dog.
Drei Freunde lachen auf einem Skiausflug.,Three friends are laughing on a skiing trip.
"Der kleine goldgelbe Hund versucht einen pelzigen Gegenstand einem größeren, ähnlich aussehenden Hund zu entreißen.","The small, golden dog is attempting to take a furry object from a larger look-alike"
Ein Mann in kurzen Hosen läuft am Strand entlang.,A man wearing shorts is running along a beach.
"Beamte versuchen ein Auto zu untersuchen, das einen Zusammenprall mit einem LKW vor einer Chevron Tankstelle in Texas hatte.",Inspectors trying to check a car that had collided with a track outside Chevron gas station in Texas.
Eine Rugbyspielerin versucht gegnerische Spieler zu überlisten.,A female rugby player trying to outmaneuver opposing players.
"Ein Mann sitzt und spielt auf einer Straße Schlagzeug, während ein Mann neben ihm steht und Gitarre spielt.",On the street a man sits and plays the drums while a man standing beside him plays the guitar.
Ein Hund rennt im tiefen Schnee.,The dog runs in the deep snow.
Kleine Mädchen mit goldenen und roten Umhängen laufen in einer Turnhalle.,Young girls with gold and red capes running in a gymnasium.
Zwei Personen befinden sich im Freien und laufen durch den Schnee.,Two people are outside walking through the snow.
Ein Mann in einem blauen Neoprenanzug fährt mit einem Wakeboard über eine große Welle.,A man wearing a blue wetsuit is wakeboarding through a big wave.
Ein Paar küsst sich an einem kalten sonnigen Tag.,A couple is sharing a kiss on a cold sunny day.
Eine modisch gekleidete Frau hält eine eingerahmte Platte in einem Laden für gebrauchte Bücher.,A fashionably dressed woman holding a record in a frame at a used bookstore.
Personen haben sich an einem Hang versammelt und lassen Drachen steigen.,People are gathered flying kites on a hillside.
Die Person liegt auf dem Boden am unteren Ende der Treppe und ihr fehlt ein Schuh.,This person is laying on the floor at the bottom of the stairs and is missing a shoe.
Ein Mann joggt auf einem Gehweg und hört dabei Musik.,A man jogging on the sidewalk while listening to music.
Ein Mann fährt vor einer Gruppe von Personen Skateboard.,A man is skateboarding in front of a group of people.
Ein Mann macht eine akrobatische Bewegung an der Küste.,A man doing an acrobatic move on the seashore.
Der Hund rennt mit voller Geschwindigkeit über die Wiese.,The dog is running full speed through the meadow.
Eine Kellnerin mit einem schwarzen Hut deckt den Tisch ein.,Waitress in a black hat setting up the table.
Ein Mann in einem langen Neoprenanzug surft auf einer sich brechenden Welle.,A man in a full wetsuit surfs a crashing wave.
Eine Person fährt Ski auf einer Piste in der Nähe eines Skilifts.,Person skiing on slope near ski lift
Weiße Zelte stehen nebeneinander und sind mit chinesische Laternen behangen.,White tents lined up with red Chinese lanterns hanging from them
Zwei Hunde spielen im Dreck herum.,Two dogs are playing around in the dirt.
Ein Hund steht mit einer Pfote auf einem großen Feld.,Dog standing with 1 foot up in a large field.
Ein Mann auf einem BMX-Rad springt über einen Zug.,A man on a bmx bike jumps over a train
Ein großes Fahrzeug fährt über einen unebenen und schlammigen Pfad.,A large vehicle travels through a bumpy and muddy path.
Ein schwarzer Mann läuft auf einem geschäftigen Gehweg an einem Gebäude vorbei.,A black man is walking past a building on a busy sidewalk.
Der Junge sitzt auf einem blauen Fahrrad und befindet sich über einem Zaun.,The boy is on blue bike and is above a fence.
Ein Mann läuft hinter einem rennenden Hund am Strand.,A man walking behind a running dog on the beach.
Ein hübscher weißer Hund läuft im braunen Gras.,A beautiful white dog walking in the brown grass.
Eine Gruppe von vier Männern in Ballettröckchen.,A group of four guys wearing tutu
Ein Snowboarder wühlt beim Fahren mit seinem Brett den Schnee auf.,A snowboarder is throwing up snow as he rides his board.
Ein Bauer und drei Kinder arbeiten auf einem Bauernhof.,A farmer and three children work on a farm.
Ein schwarz-weißer Hund legt seinen Kopf auf eine Kamera.,A black and white dog rests its head on a camera.
Eine Person mit einem grünen Oberteil springt hoch über das Gras.,A person with a green shirt jumps high over the grass.
Ein kleiner brauner Hund spielt mit einem Ball am Strand.,A small brown dog plays with a ball on the beach.
Zwei Mädchen hängen Lametta an einen Weihnachtsbaum.,Two girls are hanging tinsel from a Christmas tree.
Ein Mädchen in einem schwarzen Oberteil setzt einen Stern auf die Spitze eines Weihnachtsbaums.,A girl in a black shirt is putting a star on top of a Christmas tree.
Zwei kleine Mädchen sind in Lametta gehüllt.,Two young girls are wrapped in Christmas tinsel.
Ein kleiner Junge mit blauen Augen trägt ein weiß-rotes und orange-gelbes Lätzchen.,"Small boy with blue eyes wearing a white and red, orange and yellow bib"
Ein kleiner Junge schippt Schnee in der Auffahrt.,Little boy shoveling snow in the driveway.
Eine Frau geht mit ihrem Hund an einer Reihe von farbenfrohen Häusern mit Garagen vorbei.,A woman is walking her dog along a row of colorful houses with garages.
Ein Mann mit einem weißen Hut beobachtet Möwen mit zwei Kindern.,A man in a white hat watching seagulls with two children.
Eine Frau in einem schwarz-weißen langärmeligen Kleid mit Blumendruck trägt rosafarbenen Lippenstift und scheint in der Nähe einer Backsteinmauer und eines Geldautomaten zu singen.,A woman in a black and white long-sleeve floral print dress with pink lipstick appears to be singing near a brick wall and an atm machine.
Ein kleiner Junge in einem roten Kapuzenpullover fährt Schlittschuh.,Young boy in red hoodie ice skating.
"Ein Skifahrer springt von einem steilen, schneebedeckten Hang ab.",A skier is jumping off a steep hillside covered with snow.
Ein Mountainbiker mit einem bunten Helm fährt bergab.,A mountain biker wearing a colorful helmet rides downhill.
Ein Mann in schwarzer Kleidung steht auf der Bühne und liest dem Publikum mit dem Mikrofon etwas von einem Blatt Papier vor.,A man in all black clothing on stage reading something from a piece of paper into the microphone to the audience.
Einige Personen in mittelalterlichen Kostümen laufen über eine belebte Straße.,Some people in medieval costume are walking through a crowded street.
"Kinder, Kleinkinder und Frauen baden und waschen Wäsche in der Nähe eines Flussbetts, während ein Mädchen einen Wasserkanister trägt.","Kids, toddlers and women taking a bath and washing clothes, probably near a riverbed and one girl is carrying a container of water."
Eine Gruppe von Personen steht.,A group of people are standing.
Drei bunte Clowns mit Luftballons stehen neben einem anderen Plastikclown.,Three colorful clowns with ballons posing next to another plastic clown.
Ein kleines Kind spielt mit Hula-Hoop-Reifen im Vorgarten in der Nachbarschaft.,A small child is playing with hula-hoops in a yard of a neighborhood.
Drei Jungen überqueren auf einem Wildtier einen Fluss.,Three boys cross a river with some sort of wild animal.
"Ein Mann mit schwarzen Handschuhen sitzt auf den Schultern von jemandem, um ein Foto zu machen.",A man with black gloves sits on someone's shoulders to take a picture.
Drei Männer in weißen Uniformen stehen auf einer Wiese vor einer Menschenmenge.,Three men wearing white uniforms stand on a grass field in front of a crowd.
Eine asiatische Mutter und ihr Kind schauen in ein Aquarium.,Asian mother and child are looking at the aquarium tank.
Ein schwarzer Vogel mit Blättern im Schnabel in der Luft.,A black bird in the air with leaves in its mouth.
"Hockeyspieler, von denen einer schießt.",Hockey players with one taking a shot.
Eine Frau in roter und weißer Kleidung steht in der Mitte der Straße.,A woman in red and white standing in the middle of the street.
Ein Junge fährt im Winter mit dem Skateboard ein Geländer hinunter.,Boy skateboarding down a stair railing in winter
Ein Skifahrer in schwarzer Kleidung fährt schnell den Berg hinunter.,A skier dressed in black speeds down the mountain.
Eine Person in rosafarbenen Hosen und einer weißen Jacke fährt Snowboard.,A person wearing pink pants and a white jacket is snowboarding.
"Die Rückseite einer rothaarigen Frau, die mit der U-Bahn fährt.",Back of a red-haired woman riding on the subway.
Ein Junge mit einer blauen Jacke in einer U-Bahn.,A boy in a blue jacket on a subway train.
Eine Gruppe von Personen befindet sich auf einem Boot an einer Anlegestelle.,A group of people are on a boat in a marina.
Ein schwarz-brauner Hund läuft mit einem Tennisball in seiner Schnauze.,A black and brown dog is running with a tennis ball in its mouth.
"Ein Koch mit einer blauen Mütze beugt sich vor Menschen, die gerade essen, nach vorn .",A chef in a blue hat bends over in front of people while they are eating.
Ein kleiner Junge mit einem blauen Regenschirm wartet vor einem Laden.,A young boy with a blue umbrella waits outside a shop.
"Zwei Frauen, eine Frau in einem braunen und die andere in einem lilafarbenen Oberteil,  umarmen sich, während andere Personen ihnen zuschauen.","Two women embrace, one in a brown shirt and one in a purple shirt, as other people look on."
Kinder reden mit einer älteren Frau vor einer Tür.,Kids talking to an elderly woman in front of a door.
Drei Kinder stehen auf einem umgestürzten Baumstamm.,Three children are standing on the trunk of a tree that has fallen.
Der Mann in dem weißen Oberteil lernt an seinem Computer.,"This Gentleman in a White Shirt, is really studying, at his Computer."
Ein Mann schießt an einem warmen Tag den Fußball auf den Torwart zu.,A man is kicking the soccer ball towards the goalie on a warm day.
Ein Skifahrer in roter Kleidung auf einem schneebedeckten Berg.,A skier outfitted in red on a snow-covered mountain.
Ein Mann geht im Schnee den Berg hinunter.,A man going down the hill in the snow
Ein Junge mit einem Basketball.,A boy with a basketball.
Eine Person in einem grünen Oberteil springt mit dem Skateboard von einer kleinen Treppe hinunter.,A person in a green shirt on a skateboard jumping off of a short set of stairs.
Ein Snowboarder in roter Kleidung fährt die Piste hinunter.,A snowboarder in red rides down the slope.
Eine Frau in einem üppigen orangefarbenen Kleid tanzt mit einem Mann in schwarzer Kleidung.,A woman in a lavish orange dress dances with a man in all black clothing.
Der Mann spielt mit zwei Hunden im Hof.,The man is playing in the yard with two dogs.
Personen auf Fahrrädern fahren durch eine Gruppe Zuschauer.,People on bicycles riding through a group of onlookers.
Ein Paar genießt ein Glas Weißwein.,A couple enjoying a glass of white wine.
"Drei Basketballspieler in weißen Trikots verteidigen den ballführenden, angreifenden Spieler, der ein orangefarbenes Trikot trägt.",Three basketball players in white are defending against the attacking player with the ball in orange.
Vier Personen und die Sonne.,Four people and the sun.
Ein kleines Mädchen schießt einen Fußball zu einem kleinen Jungen.,A little girl kicking a soccer ball to a little boy.
Ein Kind macht einige Fußballübungen.,A child doing some drills for soccer.
Eine Gruppe von Kindern läuft beim Fußballspielen.,A group of kids are running while playing soccer.
Ein Surfer in einem roten Oberteil befindet sich unter einer großen Welle.,A surfer in a red shirt is under a large wave.
Ein zotteliger schwarz-weißer Hund läuft auf dem Gras.,A shaggy black and white dog is running on the grass.
"Ein Mann und eine Frau fahren auf Fahrzeugen, die ähnlich wie Roller aussehen.",A man and a woman ride scooter like vehicles
"Ein Kind klettert über einen Maschendrahtzaun, um ans Wasser zu gelangen.",A child crossing a chain fence to get to the water.
Eine Massenszene vor einer Moschee.,A crowd scene in front of mosque.
Ein Mann steht alleine mit einem traurigen Blick.,A man standing alone with a sad look upon his face.
Ein Mann mit einem gestreiften Hut läuft an einem Club vorbei.,A man in a striped hat walks by a disco establishment.
Der bunt gekleidete Fahrer fährt mit dem Roller einen ländlichen Hügel hinunter.,The brightly colored rider is riding down a countryside hill on a scooter.
Eine Gruppe Fahrradfahrer fährt auf der Straße.,A group of bike riders are riding on the street.
Ein Chor in Matrosenmützen steht vor einer amerikanischen Flagge und singt.,A chorus is standing in front of an American flag in sailor hats singing.
Ein kleines Mädchen mit einem lilafarbenen Hut starrt geradeaus..,A little girl in a purple hat is starring.
Fünf Personen mit weißen Oberteilen und grauen Hüten befinden sich mit Werkzeug im Wald.,Five people in white shirts wearing gray hats in the woods with tools.
Ein Junge läuft auf bunten Linien.,A boy runs on colorful lines.
Eine Frau schläft auf einem Sitz im Bus.,A woman is asleep on a chair on a bus.
Ein Jugendlicher versucht ein Kunststück mit dem Skateboard in einem städtischen Gebiet.,A teenager is attempting a skateboarding trick in an urban area.
"Ein kleiner Junge mit einer blauen Brille und Kopfhörern trägt graue kurze Hosen und ein schwarzes Oberteil, auf dem eine Nummer steht.",A little boy with a blue goggles and headset is wearing a black shirt with a number on it and a gray shorts.
Ein Baby in einem Topf auf dem Herd.,A baby in a pot on a stove.
Ein Kind trägt einen Mantel und befindet sich zwischen Bäumen und lustigen Konstruktionen.,A child wearing a coat among some trees and funny designs.
Eine Frau mit einer Strickmütze lächelt neben einem Schild von Domino's Pizza.,A woman with a knit cap on is smiling near a Domino's Pizza sign.
Ein Kind mit einer braun gemusterten Jacke liegt auf einem Sofa mit einer blauen Decke.,"A child in a brown, patterned jacket lays on a couch with a blue blanket"
Ein Snowboarder springt hoch über einen schneebedeckten Hügel.,A snowboarder jumps high over the snowy hill.
Vier Personen laufen an der Seite eines Backsteingebäudes entlang.,Four people walking along the side of a brick building.
Ein Mountainbiker in weißer Kleidung fährt durch eine Kurve.,A mountain biker wearing white races through a turn.
Eine lächelnde Frau und eine Mann sitzen vor einem Mikrofon in einem Aufnahmestudio.,A smiling woman and man are seated in front of a microphone in a music studio.
"Ein Skater macht ein Kunststück an einer Betonwand, die mit Graffitis übersät ist.",A skater performs a stunt off a cement wall covered in graffiti.
Viele Personen auf einer Treppe in einem kunstvollen alten Gebäude bei einer Veranstaltung.,Lots of people on a stairway in an old fancy building for an event.
Eine Gruppe von Personen läuft auf schneebedeckten Stufen.,A group of people walking on snowy steps.
"Ein Stuntman macht ein Kunststück mit dem Rad in der Luft, während neben ihm Feuerwerk explodiert.",A stunt man does a bike trick up in the air while fireworks go off around him
Ein brauner Hund entspannt auf einem gepflasterten Gehweg.,A brown god relaxes on a brick sidewalk.
"Eine große Gruppe von Personen versammelt sich, um ihr Anliegen vor den Kameras zu verkünden.",A large group of people come together to proclaim their cause before the cameras.
Warm angezogene Personen warten gespannt in einer Reihe.,"People dressed for cool weather, eagerly waiting in line."
Zwei Kinder spielen mit Spielzeugen auf dem Bett.,Two children are on a bed while playing with some toys.
Ein asiatischer Junge hält seinen Kopf in eine große Seifenblase.,Asian boy puts his head inside a large bubble.
"Personen versammeln sich um einem Tisch, auf dem Essen steht, während draußen ein Taxi vorbeifährt.",People are gathering around a table of food and outside a taxi wisks by.
Ein Jugendlicher nimmt ein Risiko auf sich und taucht unter.,One teenager taking a risk by diving on his side.
Zwei Jungen spielen in der Nähe eines alten Gebäudes und eines Bootes im Wasser.,Two boys are playing in the water near an old building and a boat.
Zwei Lateinamerikaner spielen auf Instrumenten; auf einer Geige und einer Harfe.,Two Latinos playing instruments; one on the violin and the other on harp.
"Ein Mann in einem braunen Oberteil hält ein Mikrofon und hat einen Gesichtsausdruck aufgesetzt, als würde er singen.",Male wearing brown shirt holding a microphone with an expression of singing.
Eine Gruppe von Künstlern singt und spielt unter Scheinwerferlicht.,A group of performers sing and play under the spotlight.
Zwei Personen sitzen nebeneinander auf einem Kai und beobachten den Sonnenuntergang.,Two people sit on a dock next to each other watching the sunset.
Ein Mann sitzt in einer Ecke und telefoniert mit seinem Mobiltelefon.,A man sitting in the corner talking on his cellphone.
Eine große Gruppe von Personen scheint unter einem Zelt Essen zu verkaufen oder selber zu verzehren.,A group of many people who seem to be selling or eating food under a tent.
"Ein Mann spielt auf einer Gitarre, auf der ""Whatever it takes"" geschrieben steht.","A guy playing a guitar with ""Whatever it takes"" written on it."
Mehrere Personen haben ein provisorisches Lager neben einer großen Marmorsäule errichtet.,Several people have set up temporary camp beside a large marble support column.
"Auf einer städtischen Straße wird eine Bühne errichtet, während Passanten zuschauen.",A stage is being erected on a city street while passersby watch.
Ein Snowboarder führt ein Kunststück vor einer Zuschauermenge vor.,A snowboarder is performing a stunt in front of a crowd of spectators.
Touristen machen vor einem Gebäude ein Foto.,Tourists taking a picture in front of a building.
Eine Fußballmannschaft in gestreifter Kleidung läuft um Kegel auf einem Sportplatz herum.,A team of soccer players in white strips are running around cones on a sports field.
"Drei Frauen stehen in einem Raum, der wie ein Aufenthaltsraum aussieht.",Three ladies are standing in a room that looks like a work lounge.
Ein älterer Mann mit einem karierten Oberteil schaut durch ein Mikroskop.,An older man with a plaid shirt is looking through a microscope.
"Zuschauer betrachten einen Snowboarder, der ein Kunststück vorführt.",Spectators watch as a snowboarder does a trick.
Ein schwarzer Jugendlicher in einem blauen Hemd sitzt mit anderen jungen Menschen um einen Tisch herum und redet aufgeregt in einer Diskussion.,A black youth in a blue shirt engages in an animated discussion with other young people around a table.
Ein kleiner Junge  bewegt sich auf einen gelben Ball zu.,A young boy moving towards a yellow ball.
"Zwei Frauen mit Hüten stehen vor Zuschauern, während eine Frau Geige und die andere Akkordeon spielt.","Two women in hats are standing in front of onlookers, one is playing a violin and the other is playing an accordion."
In einem Klassenraum steht ein Lehrer vor einer Gruppe von Männern.,"A classroom full of men, with the teacher up front."
"Ein Mann mit einem T-Shirt, auf dem ""GNU"" gedruckt ist, hält eine Präsentation über Technik.","A man wearing a t-shirt that has ""gnu"" printed on it gives a technology presentation."
Ein Junge surft auf einer Welle.,A boy surfs on a wave.
Zwei Frauen stehen und sitzen gleichauf einer Linie von Bäumen und schauen in die Richtung eines Gewässers.,"Standing and sitting evenly with a line of trees, two female figures face the direction of a water body."
Ein schwergewichtiger Mann in einem blauen Oberteil und schwarzen Hosen läuft auf einem Gehweg  vor einem Einkaufszentrum.,A heavier man wearing a blue shirt and black pants walks down the sidewalk of a shopping center.
Ein Stier stürmt beim Rodeo aus den Toren.,A bull charges out of the gates at a rodeo.
Personen treiben auf einem Boot über Wellen.,People in a boat floating above waves.
Ein weißer Reiher fliegt in den Himmel.,A white heron flies into the sky.
Ein kleines Mädchen läuft über das Gras zu den Bäumen.,A little girl runs across the grass toward the trees.
Ein brauner Hund läuft zwischen ein paar Kiefern im Schnee.,A brown dog is walking in the snow between some pine trees.
Eine Lehrerin hilft ihrer Schülerin bei der Fertigstellung einer Aufgabe.,The teacher is helping her student complete some work.
"Eine Frau mit einer Brille hält eine Kamera und schirmt ihre Augen mit den Händen ab, während sie vor dem Meer steht.","Female with glasses, holding a camera, shades her eyes with her hands while standing in the foreground of an ocean view."
Ein Jugendlicher klettert an einer Felswand.,A teenager climbs a rock wall.
Zwei Männer in Ringerkleidung halten ihre Köpfe aneinandergepresst.,Two men wearing wrestling gear with their heads pressed together.
Drei Kinder spielen im flachen Wasser.,Three children are playing in the shallow ocean.
"Bevor sie in einem Restaurant Essen bestellen, albert ein Paar vor dem anderen Paar herum, das mit ihm am Tisch sitzt.","Before a couple orders their food in a restaurant, they decide to clown around for the other couple sitting with them."
Fahrradfahrer springen von einer Rampe im Wald.,Biker jumping off a ramp in the forest.
Ein Mann spielt ein Saiteninstrument und ist Teil eines Orchesters.,A man plays a string instrument as part of an orchestra.
Eine Frau mit einem Kegelhut arbeitet an einem Webstuhl.,A woman in a conical hat works at a narrow loom.
Ein Mann in einer braunen Jacke läuft allein auf einer Treppe hoch.,A man in a brown jacket walking alone up a flight of stairs.
Ein farbenfroher LKW entlädt seinen Inhalt in einem See gegenüber eines Zeltlagers.,A colorful truck unloads into a lake across from a tent camp.
Ein Teilnehmer eines Fahrradrennens hält an.,Stop action frame of a racer in a bicycle race.
Drei Jungen in blauen Oberteilen lächeln für ein Foto.,Three boys with blue shirts smiling for camera photo.
"Eine ältere schwarzhaarige Frau lehnt an der Kante einer Backsteinmauer, während hinter ihr Wäsche hängt.",Older black-haired woman leaning on the edge of a brick wall with hanging laundry behind her.
Ein Fußballspieler springt während eines Spiels in die Luft.,A soccer player jumping in air during a game.
Eine neunköpfige Familie sitzt dicht gedrängt auf einem weißen Sofa und lächelt.,A family of nine sits crowded on a white couch and smiling.
Ein schwarzer Pudel mit einem Seilspielzeug in seiner Schnauze.,A black poodle with a rope toy in its mouth.
"Eine große Gruppe von Personen besucht eine Veranstaltung, auf der Verkäufer und Essen zu sehen sind.",A large group of people attending an event with vendors and food.
Ein schwarzer Hund springt nahe eines Zauns durch den Schnee.,A black dog leaps through the snow near a fence.
Ein junger Mann übt an seinem E-Piano von Yamaha.,A young man practices on his electric Yamaha keyboard.
Drei Kinder spielen mit Metallmöbeln.,Three children playing with metal furniture.
Eine Afroamerikanerin fährt mit einem Fahrrad auf der Straße.,An african american woman is riding a bicycle down the street.
Verkäufer bieten Obst und Gemüse auf einem Markt im Freien zum Verkauf an.,Vendors sell fruits and vegetables in an open-air market.
"Ein Mann läuft an einer Schaufensterfront vorbei, die einen französischen Namen trägt.",A man walks past a storefront that has a name in French.
Zwei junge Erwachsene lächeln in die Kamera.,Two young adults smile at the camera.
Sechs Jungen und zwei Männer befinden sich neben einem großen Baum.,Six boys and two men are beside a large tree.
Eine Gruppe von jungen Männern steht mit offenen Mündern nebeneinander.,A group of young males stand together with their mouths open.
"Ein glatzköpfiger Mann mit einer Brille, einem grauen Pullover und Jeans hält seine linke Hand in Richtung seines Mundes hoch.",A bald man with glasses wearing a gray long-sleeve sweater and jeans has his left hand up towards his mouth.
Ein Mann wirft Basketbälle neben einem Kleinkind.,There is a man shooting basketballs next to a toddler.
Zwei Kinder werden von einer Welle im Meer getroffen.,Two kids getting hit by a wave in the ocean
Zwei lächelnde Mädchen halten sich an den Händen.,Two smiling girls that are holding hands.
Ein Junge macht im Park ein Kunststück mit seinem Skateboard.,A boy is doing a trick on his skateboard in a park.
Eine Gruppe von Personen sitzt auf bequemen Gartensesseln auf einer Terrasse und betrachten die Berge.,Group of people sitting in lounge chairs on patio looking at mountains.
"Zwei ältere Frauen machen Fotos mit ihren Kameras, während ihnen eine andere ältere Frau zuschaut.",Two older females taking pictures with their camera while another older female watches.
Zwei Skifahrer springen über einen Schneehügel unter strahlendem Sonnenschein.,Two skiers are jumping over a mound of snow underneath bright sunshine.
Eine Frau in einem rosafarbenen Oberteil reitet auf einem Pferd beim Rodeo.,A woman in a pink shirt wears rides a horse in a rodeo.
Personen tragen bei einem Umzug bunte Kleidung und tanzen.,People in a parade wearing multicolored clothes and dancing.
Drei Personen albern im Wald herum.,Three people are being silly in the woods.
Zwei Hockeyspieler kämpfen miteinander und einer schlägt dem anderen ins Gesicht.,Two hockey players fight with one hitting the other in the face.
Ein Mann macht ein Kunststück auf einem Skateboard in der Abenddämmerung.,A guy on a skateboard is doing a stunt at dusk.
Ein Mann in einem weißen Oberteil singt mit einer Band.,A man in a white shirt is singing with a band.
Ein Snowboarder macht an der Seite eines großen grünen Gebäudes ein Kunststück.,The snowboarder does a trick off the side of a large green building.
Ein kleines Kind mit einem roten Schneeanzug und Hello-Kitty-Fäustlingen.,Little kid in red snowsuit with hello kitty mittens
Der Mann in dem gelben Oberteil stellt ein blaues Fahrrad für einen kleinen Jungen ein.,This man in the yellow shirt is adjusting blue bicycle for a young boy.
Ein Mann mit einem lilafarbenen Hut klettert an einem Felsen.,A man with a purple hat is climbing a rock.
Eine Frau versucht eine Strumpfhose in einem unaufgeräumten Zimmer anzuziehen.,A woman attempting to put on a pair of tights in an unkempt room.
Ein Mann klettert an einem Felsen.,A man climbs a rock.
Eine Person in einer blauen Jacke klettert an einem großen Felsen in einem dunklen Wald.,A person in a blue jacket climbs a large rock in a dark forest.
Ein Pudel läuft am Strand und hält einen Stock in seiner Schnauze.,A poodle running along a beach carrying a stick in its mouth.
Ein junger Skifahrer wird im Schnee von einem Erwachsenen unterrichtet.,A young skier receives a lesson in the snow from an adult.
Personen beobachten Tiere in einem geschützten Ausstellungsbereich im Zoo.,People observe animals in a covered exhibit at the zoo.
Personen laufen über einen Wochenmarkt mit angenehmem Deckenlicht.,People walking through a produce market with beautiful overhead lights.
Zwei Männer in kurzen Hosen laufen eine Außentreppe hoch.,Two men wearing shorts are going up outside steps.
Zwei Frauen mit kleinen Kindern reden auf der Straße.,Two women with young children are talking on the street.
Drei Hunde laufen in Richtung eines Zauns im Schnee.,Three dogs running towards a fence in the snow.
"Ein Mann, eine Frau und zwei kleine Kinder sitzen neben eingepackten Weihnachtsgeschenken auf dem Boden.",A man and woman and two small children are sitting in the floor with wrapped Christmas presents.
Ein hübscher weißer Vogel hebt ab.,A beautiful white bird takes off in flight.
Ein Mann mit einem Hut sitzt mit einem Kleinkind auf einem Sofa.,A man in a hat sits on a sofa with an infant.
Ein Mann mit schwarzen Haaren schneidet Fisch.,A man with black hair is cutting fish.
Ein Orchester in festlicher Kleidung mit einem Cellospieler in der Mitte.,"An orchestra, in formal dress, with a man playing the cello in the center."
